source_ref,workstream,schedule,entity_or_item,period_or_as_of,case,metric_or_driver,numeric_value,text_or_decision,units,source_or_owner,source_date,system_tie
PLN-00715,FY27 backlog delivery plan,Project burn curve,P-3114,2026-11,Approved case,Monthly burn share,0.044444444444444446,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00716,FY27 backlog delivery plan,Project burn curve,P-3114,2026-12,Approved case,Monthly burn share,0.06666666666666667,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00717,FY27 backlog delivery plan,Project burn curve,P-3114,2027-01,Approved case,Monthly burn share,0.08888888888888889,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00718,FY27 backlog delivery plan,Project burn curve,P-3114,2027-02,Approved case,Monthly burn share,0.1111111111111111,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00719,FY27 backlog delivery plan,Project burn curve,P-3114,2027-03,Approved case,Monthly burn share,0.13333333333333333,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00720,FY27 backlog delivery plan,Project burn curve,P-3114,2027-04,Approved case,Monthly burn share,0.15555555555555556,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00721,FY27 backlog delivery plan,Project burn curve,P-3114,2027-05,Approved case,Monthly burn share,0.17777777777777778,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00722,FY27 backlog delivery plan,Project burn curve,P-3114,2027-06,Approved case,Monthly burn share,0.2,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00723,FY27 backlog delivery plan,Signed contract backlog,P-3122,2026-06-30,Approved case,Remaining transaction price,4750000.0,,USD,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00724,FY27 backlog delivery plan,Signed contract backlog,P-3122,FY27,Approved case,Contract start month,,2026-12,classification,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00725,FY27 backlog delivery plan,Signed contract backlog,P-3122,FY27,Approved case,Execution probability,0.85,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00726,FY27 backlog delivery plan,Signed contract backlog,P-3122,FY27,Approved case,Revenue per productive hour,120.0,,USD per hour,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00730,FY27 backlog delivery plan,Project burn curve,P-3122,2026-12,Approved case,Monthly burn share,0.03571428571428571,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00731,FY27 backlog delivery plan,Project burn curve,P-3122,2027-01,Approved case,Monthly burn share,0.07142857142857142,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00732,FY27 backlog delivery plan,Project burn curve,P-3122,2027-02,Approved case,Monthly burn share,0.10714285714285714,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00733,FY27 backlog delivery plan,Project burn curve,P-3122,2027-03,Approved case,Monthly burn share,0.14285714285714285,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00734,FY27 backlog delivery plan,Project burn curve,P-3122,2027-04,Approved case,Monthly burn share,0.17857142857142858,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00735,FY27 backlog delivery plan,Project burn curve,P-3122,2027-05,Approved case,Monthly burn share,0.21428571428571427,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00736,FY27 backlog delivery plan,Project burn curve,P-3122,2027-06,Approved case,Monthly burn share,0.25,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00737,FY27 backlog delivery plan,Signed contract backlog,P-3130,2026-06-30,Approved case,Remaining transaction price,7200.0,,USD thousands,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00738,FY27 backlog delivery plan,Signed contract backlog,P-3130,FY27,Approved case,Contract start month,,2027-01,classification,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00739,FY27 backlog delivery plan,Signed contract backlog,P-3130,FY27,Approved case,Execution probability,0.9,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00740,FY27 backlog delivery plan,Signed contract backlog,P-3130,FY27,Approved case,Revenue per productive hour,138.0,,USD per hour,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00744,FY27 backlog delivery plan,Project burn curve,P-3130,2027-01,Approved case,Monthly burn share,0.047619047619047616,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00745,FY27 backlog delivery plan,Project burn curve,P-3130,2027-02,Approved case,Monthly burn share,0.09523809523809523,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00746,FY27 backlog delivery plan,Project burn curve,P-3130,2027-03,Approved case,Monthly burn share,0.14285714285714285,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00747,FY27 backlog delivery plan,Project burn curve,P-3130,2027-04,Approved case,Monthly burn share,0.19047619047619047,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00748,FY27 backlog delivery plan,Project burn curve,P-3130,2027-05,Approved case,Monthly burn share,0.23809523809523808,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00749,FY27 backlog delivery plan,Project burn curve,P-3130,2027-06,Approved case,Monthly burn share,0.2857142857142857,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00750,FY27 backlog delivery plan,Signed contract backlog,P-3138,2026-06-30,Approved case,Remaining transaction price,3900000.0,,USD,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00751,FY27 backlog delivery plan,Signed contract backlog,P-3138,FY27,Approved case,Contract start month,,2027-02,classification,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00752,FY27 backlog delivery plan,Signed contract backlog,P-3138,FY27,Approved case,Execution probability,1.0,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00753,FY27 backlog delivery plan,Signed contract backlog,P-3138,FY27,Approved case,Revenue per productive hour,125.0,,USD per hour,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00757,FY27 backlog delivery plan,Project burn curve,P-3138,2027-02,Approved case,Monthly burn share,0.06666666666666667,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00758,FY27 backlog delivery plan,Project burn curve,P-3138,2027-03,Approved case,Monthly burn share,0.13333333333333333,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00759,FY27 backlog delivery plan,Project burn curve,P-3138,2027-04,Approved case,Monthly burn share,0.2,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00760,FY27 backlog delivery plan,Project burn curve,P-3138,2027-05,Approved case,Monthly burn share,0.26666666666666666,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00761,FY27 backlog delivery plan,Project burn curve,P-3138,2027-06,Approved case,Monthly burn share,0.3333333333333333,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00762,FY27 backlog delivery plan,Signed contract backlog,P-3145,2026-06-30,Approved case,Remaining transaction price,5100000.0,,USD,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00763,FY27 backlog delivery plan,Signed contract backlog,P-3145,FY27,Approved case,Contract start month,,2027-03,classification,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00764,FY27 backlog delivery plan,Signed contract backlog,P-3145,FY27,Approved case,Execution probability,0.8,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00765,FY27 backlog delivery plan,Signed contract backlog,P-3145,FY27,Approved case,Revenue per productive hour,145.0,,USD per hour,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00769,FY27 backlog delivery plan,Project burn curve,P-3145,2027-03,Approved case,Monthly burn share,0.1,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00770,FY27 backlog delivery plan,Project burn curve,P-3145,2027-04,Approved case,Monthly burn share,0.2,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00771,FY27 backlog delivery plan,Project burn curve,P-3145,2027-05,Approved case,Monthly burn share,0.3,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00772,FY27 backlog delivery plan,Project burn curve,P-3145,2027-06,Approved case,Monthly burn share,0.4,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00773,FY27 backlog delivery plan,Signed contract backlog,P-3152,2026-06-30,Approved case,Remaining transaction price,2850.0,,USD thousands,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00774,FY27 backlog delivery plan,Signed contract backlog,P-3152,FY27,Approved case,Contract start month,,2027-04,classification,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00775,FY27 backlog delivery plan,Signed contract backlog,P-3152,FY27,Approved case,Execution probability,1.0,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00776,FY27 backlog delivery plan,Signed contract backlog,P-3152,FY27,Approved case,Revenue per productive hour,130.0,,USD per hour,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00780,FY27 backlog delivery plan,Project burn curve,P-3152,2027-04,Approved case,Monthly burn share,0.16666666666666666,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00781,FY27 backlog delivery plan,Project burn curve,P-3152,2027-05,Approved case,Monthly burn share,0.3333333333333333,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00782,FY27 backlog delivery plan,Project burn curve,P-3152,2027-06,Approved case,Monthly burn share,0.5,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
